customer_id,purchase_frequency,total_amount,recency,customer_lifetime,clv
C0101493868,2,518.0,87,11,518.0
C0101493960,1,99.0,261,0,99.0
C0101494024,4,218.97,51,310,218.97
C0101494126,2,208.95,151,167,208.95
C0101494195,1,139.0,117,0,139.0
C0101494219,3,208.98000000000002,178,131,208.98000000000002
C0101494260,3,293.94,176,153,293.94
C0101494329,3,787.0,264,75,787.0
C0101494349,1,349.0,264,0,349.0
C0101494408,37,1027.6200000000001,12,340,1027.6200000000001
C0101494452,54,717.98,4,360,717.98
C0101494689,3,642.99,84,165,642.99
C0101494778,10,404.40999999999997,59,303,404.40999999999997
C0101494801,27,1726.77,1,363,1726.77
C0101494827,1,1699.0,72,0,1699.0
C0101494836,2,268.0,53,106,268.0
C0101494858,4,360.97,64,178,360.97
C0101494947,8,239.43,76,254,239.43
C0101495017,32,796.23,33,323,796.23
C0101495050,4,308.97,10,346,308.97
C0101495085,3,952.99,63,123,952.99
C0101495158,2,273.0,55,240,273.0
C0101495181,1,239.0,21,0,239.0
C0101495209,4,287.94,7,227,287.94
C0101495245,2,308.0,19,159,308.0
C0101495278,3,457.95,120,214,457.95
C0101495331,4,42.96,218,129,42.96
C0101495363,37,618.66,0,364,618.66
C0101495472,22,847.26,45,318,847.26
C0101495502,15,560.86,9,343,560.86
C0101495556,4,322.43,60,191,322.43
C0101495644,3,337.99,21,307,337.99
C0101495691,41,892.67,9,353,892.67
C0101495716,30,821.74,19,334,821.74
C0101495766,23,658.8,52,303,658.8
C0101495821,5,210.47,116,194,210.47
C0101495880,1,149.99,50,0,149.99
C0101495929,24,195.76,36,326,195.76
C0101495960,33,643.73,4,353,643.73
C0101496037,4,597.98,57,275,597.98
C0101496143,5,561.94,77,276,561.94
C0101496245,4,646.95,27,120,646.95
C0101496255,1,179.0,19,0,179.0
C0101496263,3,357.99,84,168,357.99
C0101496306,2,208.99,90,206,208.99
C0101496396,4,296.99,142,178,296.99
C0101496482,3,153.9,231,93,153.9
C0101496509,1,89.0,294,0,89.0
C0101496550,4,490.99,39,314,490.99
C0101496627,5,448.96000000000004,83,222,448.96000000000004
C0101496683,2,238.0,294,32,238.0
C0101496735,2,298.99,88,160,298.99
C0101496766,2,218.0,115,245,218.0
C0101496879,1,229.0,203,0,229.0
C0101496960,3,129.97,115,210,129.97
C0101496987,4,358.48,21,321,358.48
C0101496998,2,173.0,209,26,173.0
C0101497031,3,297.95,68,290,297.95
C0101497034,1,279.0,294,0,279.0
C0101497041,6,157.91,53,287,157.91
C0101497094,4,326.95,109,182,326.95
C0101497165,25,546.7,10,349,546.7
C0101497185,42,743.1,1,362,743.1
C0101497198,1,349.0,19,0,349.0
C0101497281,3,280.98,39,310,280.98
C0101497359,3,357.0,25,320,357.0
C0101497402,3,337.0,172,129,337.0
C0101497426,3,187.99,57,213,187.99
C0101497543,5,207.94,117,247,207.94
C0101497619,1,39.0,322,0,39.0
C0101497693,4,247.89000000000001,149,173,247.89000000000001
C0101497821,4,376.99,40,290,376.99
C0101497906,4,380.43,120,184,380.43
C0101497937,28,534.75,23,340,534.75
C0101497967,26,748.24,11,352,748.24
C0101498053,1,129.0,269,0,129.0
C0101498101,4,333.98,149,175,333.98
C0101498278,30,486.67,1,359,486.67
C0101498364,4,362.98,20,287,362.98
C0101498372,3,367.99,30,176,367.99
C0101498387,4,501.44,50,153,501.44
C0101498435,10,1577.8999999999999,0,350,1577.8999999999999
C0101498474,1,149.99,141,0,149.99
C0101498505,2,108.99,82,209,108.99
C0101498578,5,767.97,41,240,767.97
C0101498592,1,24.95,62,0,24.95
C0101498640,36,1097.17,1,360,1097.17
C0101498722,22,438.29,11,349,438.29
C0101498815,4,736.0,107,163,736.0
C0101498883,3,277.99,77,248,277.99
C0101498918,2,278.0,272,4,278.0
C0101498993,2,608.0,21,258,608.0
C0101499086,5,243.48000000000002,51,286,243.48000000000002
C0101499108,1,149.99,333,0,149.99
C0101499173,4,224.98,45,190,224.98
C0101499239,3,622.95,23,241,622.95
C0101499298,2,788.0,83,56,788.0
C0101499352,2,258.0,43,258,258.0
C0101499439,26,416.73,3,360,416.73
C0101499505,3,347.99,156,171,347.99
C0101499591,4,1116.95,29,183,1116.95
C0101499641,4,563.98,115,187,563.98
C0101499658,4,1231.95,1,335,1231.95
C0101499710,21,1180.82,26,326,1180.82
C0101499792,6,82.9,28,273,82.9
C0101499878,2,318.0,93,27,318.0
C0101499948,2,408.0,51,280,408.0
C0101499958,3,632.0,141,203,632.0
C0101500042,4,326.95,178,86,326.95
C0101500081,4,506.99,55,94,506.99
C0101500107,2,423.0,55,53,423.0
C0101500136,3,327.0,156,171,327.0
C0101500151,1,149.0,303,0,149.0
C0101500225,2,278.0,47,240,278.0
C0101500309,4,326.99,174,152,326.99
C0101500323,5,182.92000000000002,58,266,182.92000000000002
C0101500388,3,153.49,155,191,153.49
C0101500431,1,69.99,89,0,69.99
C0101500497,4,212.99,39,294,212.99
C0101500582,1,229.0,303,0,229.0
C0101500584,3,392.99,289,60,392.99
C0101500653,4,396.99,25,223,396.99
C0101500724,2,138.0,57,298,138.0
C0101500810,3,267.0,17,341,267.0
C0101500841,1,89.0,27,0,89.0
C0101500866,2,168.0,203,14,168.0
C0101500925,1,89.0,66,0,89.0
C0101500998,2,169.98000000000002,29,285,169.98000000000002
C0101501040,4,518.99,91,268,518.99
C0101501062,21,773.84,27,302,773.84
C0101501141,33,634.6800000000001,8,348,634.6800000000001
C0101501148,1,349.0,36,0,349.0
C0101501167,2,116.99,29,184,116.99
C0101501244,2,248.0,28,315,248.0
C0101501314,3,482.99,4,326,482.99
C0101501370,4,48.96,13,323,48.96
C0101501421,1,349.0,45,0,349.0
C0101501463,4,138.98,26,297,138.98
C0101501547,4,216.99,26,180,216.99
C0101501548,3,350.98,149,145,350.98
C0101501642,2,568.0,119,117,568.0
C0101501681,3,367.99,119,244,367.99
C0101501727,1,19.99,292,0,19.99
C0101501779,2,19.98,202,54,19.98
C0101501821,25,893.25,5,359,893.25
C0101501874,14,443.87,11,277,443.87
C0101501879,12,458.39,12,349,458.39
C0101501920,4,357.98,139,160,357.98
C0101501946,3,427.99,144,174,427.99
C0101502033,2,302.99,208,154,302.99
C0101502092,2,113.0,50,280,113.0
C0101502122,4,172.98000000000002,128,208,172.98000000000002
C0101502208,2,378.0,96,144,378.0
C0101502271,14,703.87,7,348,703.87
C0101502286,33,903.62,8,340,903.62
C0101502302,4,607.94,230,70,607.94
C0101502329,2,398.0,79,157,398.0
C0101502403,3,166.99,8,202,166.99
C0101502409,2,518.0,25,224,518.0
C0101502480,2,558.0,22,191,558.0
C0101502520,3,517.0,179,53,517.0
C0101502538,4,258.92,52,248,258.92
C0101502573,3,653.98,147,176,653.98
C0101502641,3,357.99,81,159,357.99
C0101502671,3,440.99,53,252,440.99
C0101502732,1,269.0,300,0,269.0
C0101502799,2,418.0,142,10,418.0
C0101502869,4,160.98,84,240,160.98
C0101502871,4,328.98,205,118,328.98
C0101502946,4,337.98,16,307,337.98
C0101502985,3,297.0,58,219,297.0
C0101503028,1,59.0,142,0,59.0
C0101503042,1,119.99,182,0,119.99
C0101503117,2,368.99,22,308,368.99
C0101503171,33,1184.17,0,359,1184.17
C0101503205,29,679.22,41,318,679.22
C0101503295,2,338.0,264,29,338.0
C0101503328,3,552.0,88,210,552.0
C0101503401,4,171.97,58,272,171.97
C0101503470,4,916.99,38,261,916.99
C0101503556,5,292.89,90,91,292.89
C0101503653,3,261.48,4,320,261.48
C0101503741,5,260.93,60,210,260.93
C0101503868,4,926.0,102,132,926.0
C0101503920,2,868.0,129,205,868.0
C0101503923,5,748.97,111,193,748.97
C0101504022,1,499.0,116,0,499.0
C0101504034,25,402.22,2,342,402.22
C0101504180,2,308.0,15,221,308.0
C0101504218,41,868.06,6,336,868.06
C0101504225,10,257.9,52,283,257.9
C0101504228,32,622.65,7,353,622.65
C0101504263,37,1168.09,23,340,1168.09
C0101504290,6,428.95,7,356,428.95
C0101504360,2,248.99,113,3,248.99
C0101504365,1,139.0,152,0,139.0
C0101504455,3,408.98,249,69,408.98
C0101504475,33,1289.23,3,357,1289.23
C0101504480,21,1104.83,50,311,1104.83
C0101504509,3,40.93,160,68,40.93
C0101504576,3,118.97999999999999,110,219,118.97999999999999
C0101504671,3,222.99,4,56,222.99
C0101504700,4,556.95,49,233,556.95
C0101504793,2,158.0,49,102,158.0
C0101504892,2,268.0,75,195,268.0
C0101504953,19,1119.33,3,318,1119.33
C0101505005,24,580.29,0,364,580.29
C0101505042,3,483.99,242,84,483.99
C0101505065,1,109.0,177,0,109.0
C0101505191,1,129.0,237,0,129.0
C0101505201,4,437.98,28,258,437.98
C0101505229,1,19.99,87,0,19.99
C0101505299,1,199.0,350,0,199.0
C0101505316,24,560.27,19,312,560.27
C0101505393,20,616.2900000000001,28,300,616.2900000000001
C0101505451,14,372.31,20,333,372.31
C0101505498,1,499.0,306,0,499.0
C0101505503,39,898.11,1,363,898.11
C0101505565,5,466.98,5,326,466.98
C0101505638,3,322.0,53,237,322.0
C0101505676,3,580.99,2,134,580.99
C0101505690,2,583.99,174,39,583.99
C0101505731,8,315.94,23,248,315.94
C0101505734,19,790.21,8,354,790.21
C0101505772,3,259.99,17,108,259.99
C0101505795,2,243.99,300,19,243.99
C0101505814,2,183.0,205,2,183.0
C0101505851,2,183.0,98,194,183.0
C0101505869,3,677.0,118,131,677.0
C0101505895,5,347.96999999999997,30,237,347.96999999999997
C0101505986,13,1529.31,16,335,1529.31
C0101506058,30,875.23,0,345,875.23
C0101506138,39,923.66,0,356,923.66
C0101506150,17,884.79,2,355,884.79
C0101506226,3,258.48,137,31,258.48
C0101506304,2,17.48,180,3,17.48
C0101506357,4,557.94,127,195,557.94
C0101506476,4,461.0,22,152,461.0
C0101506549,4,551.0,5,323,551.0
C0101506615,1,349.0,271,0,349.0
C0101506628,4,436.99,286,45,436.99
C0101506687,4,291.99,51,309,291.99
C0101506697,3,412.99,6,259,412.99
C0101506748,3,477.0,40,140,477.0
C0101506767,2,528.0,214,1,528.0
C0101506805,2,278.0,126,41,278.0
C0101506835,1,99.0,105,0,99.0
C0101506914,3,378.98,114,152,378.98
C0101506949,2,543.0,135,172,543.0
C0101506974,5,171.97,30,300,171.97
C0101507037,3,200.49,32,109,200.49
C0101507045,4,221.99,25,336,221.99
C0101507074,5,232.97,10,349,232.97
C0101507160,2,44.98,105,159,44.98
C0101507249,1,159.0,233,0,159.0
C0101507323,3,637.99,114,165,637.99
C0101507334,1,399.0,225,0,399.0
C0101507379,25,759.23,11,353,759.23
C0101507413,24,304.23,27,334,304.23
C0101507536,2,141.49,223,127,141.49
C0101507584,1,119.0,305,0,119.0
C0101507587,2,403.0,261,61,403.0
C0101507676,4,191.48000000000002,180,151,191.48000000000002
C0101507740,5,146.97,47,160,146.97
C0101507790,2,623.0,98,106,623.0
C0101507813,4,431.99,57,247,431.99
C0101507859,3,883.99,88,181,883.99
C0101507888,3,307.0,23,184,307.0
C0101507922,2,488.0,170,174,488.0
C0101508049,1,219.0,248,0,219.0
C0101508104,4,442.98,18,194,442.98
C0101508159,30,640.21,19,323,640.21
C0101508160,4,157.94,72,165,157.94
C0101508196,1,59.0,276,0,59.0
C0101508281,4,301.99,30,274,301.99
C0101508339,4,343.93,27,265,343.93
C0101508350,3,74.93,29,112,74.93
C0101508402,4,237.98000000000002,81,245,237.98000000000002
C0101508458,5,612.89,51,302,612.89
C0101508485,3,118.97999999999999,16,317,118.97999999999999
C0101508522,1,84.0,303,0,84.0
C0101508536,11,127.39,25,329,127.39
C0101508598,16,1252.35,28,308,1252.35
C0101508608,2,651.99,101,167,651.99
C0101508654,3,252.0,61,106,252.0
C0101508720,1,89.0,116,0,89.0
C0101508756,3,402.99,123,230,402.99
C0101508782,3,213.98,231,133,213.98
C0101508804,2,213.0,290,65,213.0
C0101508868,1,99.99,229,0,99.99
C0101508870,2,708.0,143,87,708.0
C0101508929,2,748.0,268,2,748.0
C0101509015,1,59.0,161,0,59.0
C0101509071,3,662.0,147,198,662.0
C0101509085,1,339.0,309,0,339.0
C0101509158,4,547.98,118,181,547.98
C0101509172,1,249.0,234,0,249.0
C0101509217,3,617.99,182,60,617.99
C0101509290,3,517.0,181,150,517.0
C0101509332,4,436.0,29,303,436.0
C0101509417,4,257.98,232,129,257.98
C0101509509,4,391.46999999999997,58,216,391.46999999999997
C0101509546,3,207.99,111,130,207.99
C0101509618,2,618.0,282,60,618.0
C0101509699,9,455.92999999999995,88,252,455.92999999999995
C0101509757,23,213.28,20,344,213.28
C0101509929,26,736.24,3,361,736.24
C0101509976,42,639.03,13,351,639.03
C0101510062,27,298.75,5,354,298.75
C0101510083,5,164.46,202,151,164.46
C0101510180,3,662.95,15,139,662.95
C0101510244,1,449.0,26,0,449.0
C0101510245,1,259.0,322,0,259.0
C0101510315,4,277.98,26,274,277.98
C0101510318,2,218.99,48,305,218.99
C0101510503,4,349.99,149,147,349.99
C0101510520,3,337.99,57,217,337.99
C0101510591,1,14.99,81,0,14.99
C0101510628,3,103.94,23,313,103.94
C0101510686,4,401.95,65,238,401.95
C0101510763,2,198.0,109,215,198.0
C0101510839,30,614.65,25,339,614.65
C0101510922,16,413.85,0,364,413.85
C0101510935,4,112.92,84,67,112.92
C0101510945,4,217.93,15,339,217.93
C0101511009,1,219.0,186,0,219.0
C0101511076,2,218.0,64,42,218.0
C0101511134,5,321.93,19,160,321.93
C0101511215,1,69.99,249,0,69.99
C0101511374,1,129.0,86,0,129.0
C0101511403,5,281.98,171,186,281.98
C0101511490,4,258.98,59,246,258.98
C0101511567,10,2641.96,0,363,2641.96
C0101511645,2,2058.0,161,140,2058.0
C0101511659,31,1844.25,13,340,1844.25
C0101511714,7,485.91,9,231,485.91
C0101511752,3,657.0,141,99,657.0
C0101511830,3,717.99,231,64,717.99
C0101511833,3,1067.0,151,178,1067.0
C0101511915,1,69.0,206,0,69.0
C0101511978,3,74.98,70,293,74.98
C0101512015,2,268.0,108,253,268.0
C0101512029,4,292.97,100,262,292.97
C0101512221,2,130.99,36,207,130.99
C0101512259,31,918.6700000000001,20,334,918.6700000000001
C0101512263,3,403.99,350,13,403.99
C0101512350,1,499.0,48,0,499.0
C0101512419,1,179.0,182,0,179.0
C0101512466,2,378.0,176,132,378.0
C0101512547,3,314.97,69,124,314.97
C0101512597,2,358.0,53,64,358.0
C0101512686,3,367.99,139,153,367.99
C0101512698,2,159.94,328,25,159.94
C0101512710,2,35.98,182,118,35.98
C0101512790,2,41.940000000000005,120,152,41.940000000000005
C0101512839,4,178.98,159,80,178.98
C0101512927,2,308.0,53,72,308.0
C0101513010,2,308.0,78,39,308.0
C0101513025,3,156.99,205,123,156.99
C0101513040,4,234.96,112,145,234.96
C0101513053,1,149.99,27,0,149.99
C0101513071,1,149.0,126,0,149.0
C0101513129,3,442.99,50,221,442.99
C0101513210,3,577.99,54,188,577.99
C0101513294,2,188.99,140,197,188.99
C0101513315,2,178.98000000000002,104,26,178.98000000000002
C0101513404,42,1012.03,6,346,1012.03
C0101513488,27,959.25,0,360,959.25
C0101514371,3,537.0,6,348,537.0
C0101514412,2,408.0,157,108,408.0
C0101516630,3,487.99,121,23,487.99
C0101517328,4,250.97,9,211,250.97
C0101517389,3,327.0,201,124,327.0
C0101517576,3,337.99,176,181,337.99
C0101517873,4,355.48,57,217,355.48
C0101517881,4,346.0,243,83,346.0
C0101517948,2,173.99,182,23,173.99
C0101517952,4,228.93,13,305,228.93
C0101518033,2,88.0,113,124,88.0
C0101518123,4,566.99,115,153,566.99
C0101518135,2,208.99,30,209,208.99
C0101518215,3,68.94,35,208,68.94
C0101518263,3,517.99,30,239,517.99
C0101714553,4,251.94,34,320,251.94
C0101714621,2,148.99,178,19,148.99
C0101714628,4,292.98,152,152,292.98
C0101714676,5,199.95999999999998,4,137,199.95999999999998
C0101714736,2,668.0,42,188,668.0
C0101714772,3,108.97999999999999,138,221,108.97999999999999
C0101714845,3,447.99,53,303,447.99
C0101714846,5,295.96,18,336,295.96
C0101714904,3,243.98000000000002,97,76,243.98000000000002
C0101714989,3,667.0,27,326,667.0
C0101715116,5,475.99,41,224,475.99
C0101715193,2,488.0,143,98,488.0
C0101715218,6,348.47,8,353,348.47
C0101715301,4,244.97,28,303,244.97
C0101715361,2,598.95,64,111,598.95
C0101715402,51,1502.49,0,364,1502.49
C0101715447,8,1105.98,114,180,1105.98
C0101715516,4,262.99,85,120,262.99
C0101715592,5,529.97,12,292,529.97
C0101715652,2,273.95,102,168,273.95
C0101715695,4,416.99,19,252,416.99
C0101715746,2,328.0,53,57,328.0
C0101715773,4,162.93,24,333,162.93
C0101715828,3,60.93000000000001,14,292,60.93000000000001
C0101715872,3,350.99,3,350,350.99
C0101715892,3,202.99,158,167,202.99
C0101715908,4,246.48000000000002,115,144,246.48000000000002
C0101715990,1,89.0,277,0,89.0
C0101716000,2,268.0,135,74,268.0
C0101716059,3,142.99,127,80,142.99
C0101716151,3,868.98,238,108,868.98
C0101716248,3,227.99,17,285,227.99
C0101716260,1,39.95,110,0,39.95
C0101716344,2,93.99,208,124,93.99
C0101716380,22,347.21,7,318,347.21
C0101716440,29,589.6800000000001,18,344,589.6800000000001
C0101716521,2,528.0,108,78,528.0
C0101716577,3,642.95,179,182,642.95
C0101716607,3,81.97,61,242,81.97
C0101716627,4,182.92,20,262,182.92
C0101716699,4,386.99,1,267,386.99
C0101716774,37,398.6,16,346,398.6
C0101716799,46,1002.57,10,354,1002.57
C0101716837,3,632.95,33,118,632.95
C0101716882,5,277.98,102,219,277.98
C0101716897,1,129.0,307,0,129.0
C0101717058,3,163.94,89,27,163.94
C0101717112,4,268.97,5,262,268.97
C0101717149,1,299.0,327,0,299.0
C0101717239,3,397.0,164,163,397.0
C0101717294,2,349.98,119,81,349.98
C0101717334,2,648.0,299,39,648.0
C0101717397,3,267.99,182,89,267.99
C0101717413,1,199.0,234,0,199.0
C0101717443,3,209.99,126,111,209.99
C0101717470,1,119.0,266,0,119.0
C0101717537,3,145.99,30,180,145.99
C0101717563,3,248.94,54,278,248.94
C0101717640,4,566.99,236,75,566.99
C0101717703,3,86.44,140,134,86.44
C0101717770,3,298.98,174,26,298.98
C0101717779,44,818.5,5,357,818.5
C0101717841,21,907.8199999999999,14,343,907.8199999999999
C0101717881,4,353.96999999999997,207,93,353.96999999999997
C0101717941,6,311.93,71,149,311.93
C0101717964,3,1124.98,8,307,1124.98
C0101718024,72,2477.84,7,357,2477.84
C0101718065,4,251.0,178,147,251.0
C0101718124,3,637.99,98,166,637.99
C0101718166,3,998.0,28,329,998.0
C0101718213,32,1180.2,10,351,1180.2
C0101718249,5,331.94,114,216,331.94
C0101718297,2,538.0,59,207,538.0
C0101718372,2,528.0,133,123,528.0
C0101718411,4,307.94,7,349,307.94
C0101718464,4,271.99,26,210,271.99
C0101718513,3,412.0,30,308,412.0
C0101718515,2,218.99,118,198,218.99
C0101718534,3,248.94,165,105,248.94
C0101718584,2,178.95,152,16,178.95
C0101718657,2,178.99,153,117,178.99
C0101718745,3,267.99,117,164,267.99
C0101718831,5,214.96,108,139,214.96
C0101718843,1,199.0,306,0,199.0
C0101718903,4,395.99,27,272,395.99
C0101718916,4,336.99,48,313,336.99
C0101718925,3,342.95,89,24,342.95
C0101718995,2,318.0,32,270,318.0
C0101719118,2,858.0,58,137,858.0
C0101719211,3,247.0,118,146,247.0
C0101719286,1,159.0,209,0,159.0
C0101719297,1,109.0,20,0,109.0
C0101719327,4,296.99,140,183,296.99
C0101719372,22,285.25,56,288,285.25
C0101719395,19,919.85,19,338,919.85
C0101719420,1,279.0,294,0,279.0
C0101719444,3,343.99,49,250,343.99
C0101719530,4,377.94,76,256,377.94
C0101719606,2,278.0,26,328,278.0
C0101719703,4,344.99,88,245,344.99
C0101719774,2,133.95,129,2,133.95
C0101719779,3,252.95,146,181,252.95
C0101719786,5,511.92,93,262,511.92
C0101719898,2,408.0,206,94,408.0
C0101719915,41,913.15,0,358,913.15
C0101719977,42,686.99,4,357,686.99
C0101720035,10,425.88000000000005,84,273,425.88000000000005
C0101720073,3,3097.0,239,27,3097.0
C0101720118,3,165.98000000000002,277,68,165.98000000000002
C0101720120,2,1598.0,12,133,1598.0
C0101720164,30,1039.74,10,349,1039.74
C0101720183,32,903.1800000000001,26,335,903.1800000000001
C0101720224,3,497.99,86,169,497.99
C0101720273,1,109.0,200,0,109.0
C0101720352,3,447.0,59,210,447.0
C0101720410,3,527.99,81,276,527.99
C0101720479,4,117.89000000000001,119,239,117.89000000000001
C0101720505,2,258.0,52,16,258.0
C0101720557,2,133.95,123,55,133.95
C0101720575,3,194.99,73,188,194.99
C0101720651,5,188.92000000000002,81,280,188.92000000000002
C0101720791,30,928.24,1,363,928.24
C0101720856,20,965.83,20,339,965.83
C0101720902,26,856.75,9,347,856.75
C0101720920,5,216.93,80,271,216.93
C0101720964,5,168.95999999999998,118,235,168.95999999999998
C0101721015,3,442.99,118,169,442.99
C0101721061,3,148.94,244,117,148.94
C0101721131,10,68.9,31,331,68.9
C0101721218,8,404.94,94,179,404.94
C0101721284,3,388.98,209,87,388.98
C0101721358,1,179.0,238,0,179.0
C0101721404,1,179.0,81,0,179.0
C0101721456,4,415.98,55,158,415.98
C0101721471,5,447.89,37,288,447.89
C0101721560,35,1032.22,1,356,1032.22
C0101721609,10,532.39,4,327,532.39
C0101721683,2,418.0,2,181,418.0
C0101721712,5,355.98,183,130,355.98
C0101721726,4,2786.0,45,318,2786.0
C0101721794,1,499.0,210,0,499.0
C0101721884,3,269.98,88,118,269.98
C0101721928,4,417.94,15,308,417.94
C0101721971,4,318.98,57,241,318.98
C0101722112,3,367.95,47,300,367.95
C0101722181,1,149.99,354,0,149.99
C0101722211,2,1348.0,25,279,1348.0
C0101722264,5,598.98,27,240,598.98
C0101722392,17,797.36,5,351,797.36
C0101722453,17,751.81,83,278,751.81
C0101722461,1,239.0,25,0,239.0
C0101722544,3,357.0,53,309,357.0
C0101722635,4,318.97,21,246,318.97
C0101722706,3,88.98,11,322,88.98
C0101722735,5,1420.0,137,219,1420.0
C0101722765,4,1266.99,128,193,1266.99
C0101722791,2,373.0,135,44,373.0
C0101722866,4,272.98,88,210,272.98
C0101723092,2,328.0,163,6,328.0
C0101723166,4,457.97,212,54,457.97
C0101723203,2,338.0,203,36,338.0
C0101723255,4,532.94,15,257,532.94
C0101723341,3,227.99,95,251,227.99
C0101723430,3,177.99,274,40,177.99
C0101723511,35,810.14,17,344,810.14
C0101723577,16,650.86,9,354,650.86
C0101723589,1,119.0,116,0,119.0
C0101723652,2,498.0,134,171,498.0
C0101723670,4,292.94,35,260,292.94
C0101723754,1,69.0,8,0,69.0
C0101723814,2,358.0,276,73,358.0
C0101723822,3,647.0,0,279,647.0
C0101723898,2,64.94,141,188,64.94
C0101723926,6,464.96999999999997,32,297,464.96999999999997
C0101723982,1,44.0,276,0,44.0
C0101724001,3,957.0,50,183,957.0
C0101724084,5,432.93,82,274,432.93
C0101724134,1,129.0,230,0,129.0
C0101724184,16,92.84,27,334,92.84
C0101724237,7,1023.47,53,286,1023.47
C0101724370,3,267.0,86,177,267.0
C0101724454,2,228.99,264,97,228.99
C0101724494,1,5.99,214,0,5.99
C0101724530,5,389.98,22,341,389.98
C0101724593,2,448.0,121,139,448.0
C0101724609,17,552.86,27,301,552.86
C0101724652,13,356.90000000000003,88,265,356.90000000000003
C0101724712,49,1102.46,7,356,1102.46
C0101724778,8,279.42999999999995,20,334,279.42999999999995
C0101724842,5,342.98,62,275,342.98
C0101724918,4,171.99,21,275,171.99
C0101724956,32,605.7,19,344,605.7
C0101725039,9,1165.9,39,308,1165.9
C0101725049,23,1426.33,24,327,1426.33
C0101725091,24,1452.3,28,336,1452.3
C0101725097,3,287.99,36,145,287.99
C0101725113,2,109.98,92,90,109.98
C0101725114,14,839.38,52,294,839.38
C0101725139,19,844.85,23,308,844.85
C0101725153,40,1407.6200000000001,20,340,1407.6200000000001
C0101725215,10,1198.38,17,326,1198.38
C0101725307,4,229.99,150,125,229.99
C0101725380,2,273.0,11,217,273.0
C0101725385,4,431.95,143,212,431.95
C0101725431,2,628.0,201,153,628.0
C0101725501,6,1654.0,66,281,1654.0
C0101725519,6,1292.98,35,211,1292.98
C0101725608,2,378.0,86,197,378.0
C0101725680,3,202.95,121,167,202.95
C0101725708,2,143.95,7,227,143.95
C0101725717,3,487.99,166,142,487.99
C0101725804,1,349.0,302,0,349.0
C0101725828,43,1100.57,2,359,1100.57
C0101725878,3,757.0,4,176,757.0
C0101725961,2,213.99,76,260,213.99
C0101725962,5,131.37,23,204,131.37
C0101726059,9,637.4,26,332,637.4
C0101726174,32,905.19,4,358,905.19
C0101726213,31,1022.23,4,347,1022.23
C0101726276,2,23.979999999999997,105,197,23.979999999999997
C0101726298,3,285.99,91,234,285.99
C0101726371,3,367.99,165,195,367.99
C0101726429,4,311.99,67,266,311.99
C0101726502,3,150.49,98,166,150.49
C0101726515,2,288.0,216,103,288.0
C0101726542,3,360.99,27,92,360.99
C0101726631,5,409.97,70,285,409.97
C0101726642,3,447.0,150,205,447.0
C0101726673,2,388.0,211,26,388.0
C0101726728,2,958.0,176,35,958.0
C0101726779,1,299.0,354,0,299.0
C0101726804,2,438.0,68,88,438.0
C0101726882,11,947.86,69,259,947.86
C0101726923,1,179.0,32,0,179.0
C0101726953,39,696.11,0,352,696.11
C0101727016,22,677.77,22,317,677.77
C0101727035,3,214.97000000000003,145,132,214.97000000000003
C0101727056,3,897.99,26,329,897.99
C0101727120,5,62.410000000000004,40,308,62.410000000000004
C0101727162,18,605.85,19,343,605.85
C0101727183,3,304.99,19,159,304.99
C0101727274,2,128.99,41,291,128.99
C0101727332,25,1290.25,9,348,1290.25
C0101727359,33,1262.18,10,353,1262.18
C0101727442,3,103.98,150,94,103.98
C0101727478,4,490.99,99,229,490.99
C0101727543,3,567.0,202,61,567.0
C0101727565,3,213.49,17,270,213.49
C0101727573,4,203.94,6,159,203.94
C0101727649,1,199.0,31,0,199.0
C0101727707,3,307.99,15,319,307.99
C0101727747,2,248.0,108,245,248.0
C0101727790,3,253.94,9,336,253.94
C0101727878,2,868.99,82,240,868.99
C0101727988,4,402.98,155,111,402.98
C0101728067,1,399.0,144,0,399.0
C0101728113,33,906.69,3,340,906.69
C0101728189,44,659.0699999999999,32,326,659.0699999999999
C0101728255,34,984.6800000000001,13,350,984.6800000000001
C0101728316,1,119.0,348,0,119.0
C0101728408,1,119.0,122,0,119.0
C0101728500,2,568.0,81,161,568.0
C0101728671,4,590.98,60,191,590.98
C0101728730,4,433.97,65,179,433.97
C0101728789,2,308.99,150,175,308.99
C0101728837,22,595.23,26,336,595.23
C0101728927,1,449.0,281,0,449.0
C0101728940,2,438.0,48,271,438.0
C0101729004,2,618.0,340,23,618.0
C0101729076,1,109.0,88,0,109.0
C0101729121,4,99.98,115,214,99.98
C0101729141,4,555.99,56,243,555.99
C0101729173,4,285.97,56,254,285.97
C0101729226,4,776.0,30,213,776.0
C0101729284,5,474.46999999999997,19,298,474.46999999999997
C0101729363,1,69.0,51,0,69.0
C0101729432,3,213.98000000000002,239,119,213.98000000000002
C0101729446,36,1293.59,4,352,1293.59
C0101729479,44,1239.06,13,347,1239.06
C0101729498,1,5.99,150,0,5.99
C0101729529,3,276.98,77,242,276.98
C0101729547,1,49.0,19,0,49.0
C0101729589,3,321.48,110,62,321.48
C0101729617,53,669.96,13,348,669.96
C0101729671,16,941.84,38,319,941.84
C0101729754,38,1257.68,12,343,1257.68
C0101729757,1,5.99,21,0,5.99
C0101729782,5,367.93,116,223,367.93
C0101729835,4,265.97,158,202,265.97
C0101729914,4,300.99,69,262,300.99
C0101729944,3,104.94,54,216,104.94
